Sales Opportunity Id,Opportunity Name,Account Name,Fiscal Period,Markets L2,Opportunity Type,Sales Stage,TCV (converted),Created Date,Close Date,TCV $M,Deal Cat,Cloud $M,ITO $M,ITOC $M,Cloud Capabilities,ITO Capabilities,ITOC Capabilities,Created M,created d,created y,Close M,Close d,Clode Y,Date Created,Date Closed,Days Active,Days start,Days end,Sln Start,Sln End,ITOC CAT,FTE Base,Add FTE,Total FTE,Resource Factor,Est FTE,21/07/2025,28/07/2025,04/08/2025,11/08/2025,18/08/2025,25/08/2025,01/09/2025,08/09/2025,15/09/2025,22/09/2025,29/09/2025,06/10/2025,13/10/2025,20/10/2025,27/10/2025,03/11/2025,10/11/2025,17/11/2025,24/11/2025,01/12/2025,08/12/2025,15/12/2025,22/12/2025,29/12/2025,05/01/2026,12/01/2026,19/01/2026,26/01/2026,02/02/2026,09/02/2026,16/02/2026,23/02/2026,02/03/2026,09/03/2026,16/03/2026,23/03/2026,30/03/2026,06/04/2026,13/04/2026,20/04/2026,27/04/2026,04/05/2026,11/05/2026,18/05/2026,25/05/2026,01/06/2026,08/06/2026,15/06/2026,22/06/2026,29/06/2026,06/07/2026,13/07/2026,20/07/2026,27/07/2026,03/08/2026,10/08/2026,17/08/2026,24/08/2026,31/08/2026,07/09/2026,14/09/2026,21/09/2026,28/09/2026,05/10/2026,12/10/2026,19/10/2026,26/10/2026,02/11/2026,09/11/2026,16/11/2026,23/11/2026,30/11/2026,07/12/2026,14/12/2026,21/12/2026,28/12/2026,04/01/2027,11/01/2027,18/01/2027,25/01/2027,01/02/2027,08/02/2027,15/02/2027,22/02/2027,01/03/2027,08/03/2027,15/03/2027,22/03/2027,29/03/2027,05/04/2027,12/04/2027,19/04/2027,26/04/2027,03/05/2027,10/05/2027,17/05/2027,24/05/2027,31/05/2027,07/06/2027,14/06/2027,21/06/2027,28/06/2027,05/07/2027,12/07/2027,19/07/2027,26/07/2027,02/08/2027,09/08/2027,16/08/2027,23/08/2027,30/08/2027,06/09/2027,13/09/2027,20/09/2027,27/09/2027,04/10/2027,11/10/2027,18/10/2027,25/10/2027,01/11/2027,08/11/2027,15/11/2027,22/11/2027,29/11/2027
OPX-0021472990,Placeholder - Churn - Projects - August FY26,Blake PLC,Q2-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,266667.9873,3/28/2025,8/29/2025,0.266667987,E,0,0.110478411,0.110478411,0,1,1,3,28,2025,8,29,2025,28/03/2025,29/08/2025,154,15,16,29/07/2025,13/08/2025,1,0.2,0,0.2,1,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021483664,MNS PPA11153 - MNS SIP L1 Remediation SSP Critical Systems BNR Issued v1.0,Blake PLC,Q2-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,148660.2063,4/22/2025,8/29/2025,0.148660206,E,0,0.032452521,0.032452521,0,1,1,4,22,2025,8,29,2025,22/04/2025,29/08/2025,129,15,13,01/08/2025,16/08/2025,1,0.2,0,0.2,1,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021484972,LAND PPA9741-EITS-3689- Land UK YLK-PD,Blake PLC,Q2-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,167609.3113,4/23/2025,8/29/2025,0.167609311,E,0,0.167609311,0.167609311,0,2,2,4,23,2025,8,29,2025,23/04/2025,29/08/2025,128,15,13,01/08/2025,16/08/2025,1,0.2,0,0.2,1,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021487100,EITS PPA11235 EITS-4644 ASMP BN-6130-1 Hangar OS & S Enablement BNR,Blake PLC,Q2-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,66332.38939,4/28/2025,8/29/2025,0.066332389,E,0,0,0,0,0,0,4,28,2025,8,29,2025,28/04/2025,29/08/2025,123,15,13,01/08/2025,16/08/2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021493772,EITS Netbackup Refresh,Blake PLC,Q2-2026,UKI-Aerospace and Defence,New Work,02 - Validate Opportunity,3507313.398,5/13/2025,8/29/2025,3.507313398,D,0,3.507313398,3.507313398,0,2,2,5,13,2025,8,29,2025,13/05/2025,29/08/2025,108,30,11,19/07/2025,18/08/2025,1,0.2,0,0.2,0.4,0.08,0.08,0.08,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021501502,AIR PPA11198 - BN504 - Planning Analytics Archive Server,Blake PLC,Q2-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,26699.74799,5/28/2025,8/29/2025,0.026699748,E,0,0.026699748,0.026699748,0,1,1,5,28,2025,8,29,2025,28/05/2025,29/08/2025,93,15,10,04/08/2025,19/08/2025,1,0.2,0,0.2,1,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021502152,AIR PPA11240 AIR - BN6359 LTE Phase 0 Development Rig BNR v1.3_Final,Blake PLC,Q2-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,38650.59365,5/29/2025,8/29/2025,0.038650594,E,0,0,0,0,0,0,5,29,2025,8,29,2025,29/05/2025,29/08/2025,92,15,10,04/08/2025,19/08/2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021505206,EITS PPA11258 EITS-4737 ASMP_ARA Security Fence Line,Blake PLC,Q2-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,57093.8661,6/5/2025,8/29/2025,0.057093866,E,0,0,0,0,0,0,6,5,2025,8,29,2025,05/06/2025,29/08/2025,85,15,9,05/08/2025,20/08/2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021510920,EITS PPA10893 - F35 FTI Build Samlesbury  V1.1,Blake PLC,Q2-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,73800.88852,6/17/2025,8/29/2025,0.073800889,E,0,0,0,0,0,0,6,17,2025,8,29,2025,17/06/2025,29/08/2025,73,15,8,06/08/2025,21/08/2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021512144,AIR PPA11311 - BN6374 - Re-Life and Replacement to DREAM Product V2.0,Blake PLC,Q2-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,43602.40056,6/19/2025,8/29/2025,0.043602401,E,0,0.043602401,0.043602401,0,1,1,6,19,2025,8,29,2025,19/06/2025,29/08/2025,71,15,8,06/08/2025,21/08/2025,1,0.2,0,0.2,1,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021512134,EITS PPA11282 EITS-4725 Migrate CSU servers from SEP to Trellix AV_ BNR,Blake PLC,Q2-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,86676.1061,6/19/2025,8/29/2025,0.086676106,E,0,0,0,0,0,0,6,19,2025,8,29,2025,19/06/2025,29/08/2025,71,15,8,06/08/2025,21/08/2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021512812,EITS PPA11310 - EITS-3690 - Board Portal v1.0 PD,Blake PLC,Q2-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,27177.78182,6/20/2025,8/29/2025,0.027177782,E,0,0.027177782,0.027177782,0,1,1,6,20,2025,8,29,2025,20/06/2025,29/08/2025,70,15,7,07/08/2025,22/08/2025,1,0.2,0,0.2,1,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021512868,EITS PPA10645-Enterprise Archiving-PD V1.0,Blake PLC,Q2-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,427216.3103,6/20/2025,8/29/2025,0.42721631,E,0.294779247,0,0.294779247,1,0,1,6,20,2025,8,29,2025,20/06/2025,29/08/2025,70,15,7,07/08/2025,22/08/2025,1,0.2,0,0.2,1,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021514154,EITS PPA11257 EITS-4690 RBAC for Privileged Accounts_BNR,Blake PLC,Q2-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,182802.4733,6/24/2025,8/29/2025,0.182802473,E,0,0,0,0,0,0,6,24,2025,8,29,2025,24/06/2025,29/08/2025,66,15,7,07/08/2025,22/08/2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021514536,EITS PPA11263 EITS-4758 Yellowlnk Cyber Engineering Tools - YLK Atlassian - BNR v1.1,Blake PLC,Q2-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,49744.09602,6/25/2025,8/29/2025,0.049744096,E,0,0,0,0,0,0,6,25,2025,8,29,2025,25/06/2025,29/08/2025,65,15,7,07/08/2025,22/08/2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021515752,Placeholder - Churn - Passthrough - August FY26,Blake PLC,Q2-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,129900.4962,6/27/2025,8/29/2025,0.129900496,E,0,0,0,0,0,0,6,27,2025,8,29,2025,27/06/2025,29/08/2025,63,15,7,07/08/2025,22/08/2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021516232,EITS PPA11301 Resourcelnk SDE Proxy_BNR,Blake PLC,Q2-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,74258.91767,6/27/2025,8/29/2025,0.074258918,E,0,0,0,0,0,0,6,27,2025,8,29,2025,27/06/2025,29/08/2025,63,15,7,07/08/2025,22/08/2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021513482,EITS PPA11271 EITS-4741 ASMP_New 1000T Press and New Building Facility - A,Blake PLC,Q2-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,56613.23426,6/23/2025,9/15/2025,0.056613234,E,0,0,0,0,0,0,6,23,2025,9,15,2025,23/06/2025,15/09/2025,84,15,9,22/08/2025,06/09/2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021431024,EITS PPA10640 EITS-4099 ASMP Warton and Samlesbury Campus Future Site Development Strategy PCN001,Blake PLC,Q2-2026,UKI-Aerospace and Defence,New Work,05A - Negotiate,1539376.413,1/1/2025,9/30/2025,1.539376413,D,0,0,0,0,0,0,1,1,2025,9,30,2025,01/01/2025,30/09/2025,272,30,28,03/08/2025,02/09/2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021472992,Placeholder - Churn - Projects - September FY26,Blake PLC,Q2-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,266668.0003,3/28/2025,9/30/2025,0.266668,E,0,0.110478424,0.110478424,0,1,1,3,28,2025,9,30,2025,28/03/2025,30/09/2025,186,15,19,27/08/2025,11/09/2025,1,0.2,0,0.2,1,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021514126,EITS PPA11259 EITS-4581 BIT9 Migration to Trellix Application Control,Blake PLC,Q2-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,54380.24473,6/24/2025,9/30/2025,0.054380245,E,0,0,0,0,0,0,6,24,2025,9,30,2025,24/06/2025,30/09/2025,98,15,10,05/09/2025,20/09/2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021515760,Placeholder - Churn - Passthrough - September FY26,Blake PLC,Q2-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,129900.4962,6/27/2025,9/30/2025,0.129900496,E,0,0,0,0,0,0,6,27,2025,9,30,2025,27/06/2025,30/09/2025,95,15,10,05/09/2025,20/09/2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021458304,EIT Netskope,Blake PLC,Q3-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,2578543,2/28/2025,10/24/2025,2.578543,D,0,0,0,0,0,0,2,28,2025,10,24,2025,28/02/2025,24/10/2025,238,30,24,31/08/2025,30/09/2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021472994,Placeholder - Churn - Projects - October FY26,Blake PLC,Q3-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,266668.0003,3/28/2025,10/31/2025,0.266668,E,0,0.110478424,0.110478424,0,1,1,3,28,2025,10,31,2025,28/03/2025,31/10/2025,217,15,22,24/09/2025,09/10/2025,1,0.2,0,0.2,1,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021486018,EITS PPA11262 EITS-4063 AdAstra Finance Systems Transformational Programme,Blake PLC,Q3-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,294529.8901,4/25/2025,10/31/2025,0.29452989,E,0,0.058905978,0.058905978,0,1,1,4,25,2025,10,31,2025,25/04/2025,31/10/2025,189,15,19,27/09/2025,12/10/2025,1,0.2,0,0.2,1,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021472996,Placeholder - Churn - Projects - November FY26,Blake PLC,Q3-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,266667.9873,3/28/2025,11/28/2025,0.266667987,E,0,0.110478411,0.110478411,0,1,1,3,28,2025,11,28,2025,28/03/2025,28/11/2025,245,15,25,19/10/2025,03/11/2025,1,0.2,0,0.2,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021506832,Strategic - Quantum Resilience: Cybersecurity Risk Assessment,Blake PLC,Q3-2026,UKI-Aerospace and Defence,New Work,01 - Understand Customer,80000,6/9/2025,12/19/2025,0.08,E,0,0,0,0,0,0,6,9,2025,12,19,2025,09/06/2025,19/12/2025,193,15,20,14/11/2025,29/11/2025,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021457616,AAR13 - PPA7745 & PPA6755 Combined Fire eye & HIAB Smart hands,Blake PLC,Q3-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,35353.56317,2/27/2025,12/31/2025,0.035353563,E,0,0,0,0,0,0,2,27,2025,12,31,2025,27/02/2025,31/12/2025,307,15,31,15/11/2025,30/11/2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPX-0021472998,Placeholder - Churn - Projects - December FY26,Blake PLC,Q3-2026,UKI-Aerospace and Defence,New Work,04B - Propose Solution,266668.0003,3/28/2025,12/31/2025,0.266668,E,0,0.110478424,0.110478424,0,1,1,3,28,2025,12,31,2025,28/03/2025,31/12/2025,278,15,28,18/11/2025,03/12/2025,1,0.2,0,0.2,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
